asian_handicap,away_form,away_odds,away_possession,away_shots,away_team,btts_no,btts_yes,date,draw_odds,home_form,home_odds,home_possession,home_shots,home_team,league,over_under_2.5,source,time
,,3.69,,,Inter Miami,,,2025-04-26,4.27,,1.83,,,Seattle Sounders,MLS,,FCTables,15:00
,,2.71,,,West Brom,,,2025-04-24,2.71,,3.46,,,Norwich,Championship,,FCTables,19:00
,,3.76,,,Dundee United,,,2025-04-26,3.12,,3.22,,,Aberdeen,Scottish Premiership,,FCTables,12:00
,,1.88,,,Arsenal,,,2025-04-25,3.89,,3.9,,,Tottenham,Premier League,,FCTables,13:00
,,3.08,,,Dortmund,,,2025-04-21,2.94,,3.65,,,Bayern Munich,Bundesliga,,FCTables,15:00
,,3.65,,,Sevilla,,,2025-04-26,4.0,,2.83,,,Real Madrid,La Liga,,FCTables,15:00
,,3.44,,,Wolfsburg,,,2025-04-20,4.98,,3.56,,,Frankfurt,Bundesliga,,FCTables,16:00
,,2.04,,,Toronto FC,,,2025-04-22,4.42,,3.73,,,NYCFC,MLS,,FCTables,19:00
,,2.5,,,Villarreal,,,2025-04-26,3.41,,3.94,,,Sevilla,La Liga,,FCTables,13:00
,,3.68,,,Feyenoord,,,2025-04-22,4.6,,3.8,,,Utrecht,Eredivisie,,FCTables,18:00
,,3.68,,,Manchester United,,,2025-04-24,3.57,,3.62,,,Manchester City,Premier League,,FCTables,16:00
,,1.97,,,Monaco,,,2025-04-26,2.75,,2.77,,,Rennes,Ligue 1,,FCTables,12:00
,,1.6,,,Leipzig,,,2025-04-19,2.17,,2.73,,,Wolfsburg,Bundesliga,,FCTables,20:00
,,2.0,,,Barcelona,,,2025-04-20,4.07,,3.5,,,Villarreal,La Liga,,FCTables,17:00
,,3.75,,,Seattle Sounders,,,2025-04-19,2.21,,3.63,,,NYCFC,MLS,,FCTables,14:00
,,2.1,,,Dundee United,,,2025-04-23,4.36,,3.52,,,Aberdeen,Scottish Premiership,,FCTables,21:00
,,1.94,,,Twente,,,2025-04-20,4.15,,3.92,,,PSV,Eredivisie,,FCTables,14:00
,,2.85,,,Lille,,,2025-04-22,4.79,,3.01,,,Rennes,Ligue 1,,FCTables,18:00
,,3.14,,,Barcelona,,,2025-04-23,3.96,,2.61,,,Sevilla,La Liga,,SportsMole,14:00
,,3.76,,,Vitoria,,,2025-04-23,3.1,,2.07,,,Braga,Primeira Liga,,SportsMole,21:00
,,1.7,,,Dundee United,,,2025-04-23,4.88,,2.55,,,Hibernian,Scottish Premiership,,SportsMole,20:00
,,1.58,,,Napoli,,,2025-04-26,3.25,,2.72,,,Milan,Serie A,,SportsMole,19:00
,,3.17,,,Benfica,,,2025-04-23,3.89,,2.4,,,Braga,Primeira Liga,,SportsMole,19:00
,,1.92,,,Aberdeen,,,2025-04-24,4.64,,2.96,,,Hearts,Scottish Premiership,,SportsMole,18:00
,,1.58,,,Leipzig,,,2025-04-21,2.97,,1.95,,,Dortmund,Bundesliga,,SportsMole,14:00
,,3.19,,,Atlanta United,,,2025-04-21,2.5,,3.49,,,LA Galaxy,MLS,,SportsMole,16:00
,,2.1,,,Toronto FC,,,2025-04-21,4.47,,1.73,,,Inter Miami,MLS,,SportsMole,14:00
,,2.48,,,Toronto FC,,,2025-04-22,3.43,,3.13,,,Seattle Sounders,MLS,,SportsMole,12:00
,,1.89,,,Manchester City,,,2025-04-21,2.1,,2.14,,,Manchester United,Premier League,,SportsMole,20:00
,,3.04,,,NYCFC,,,2025-04-26,3.02,,3.63,,,Seattle Sounders,MLS,,SportsMole,15:00
,,3.28,,,Feyenoord,,,2025-04-19,3.34,,4.0,,,PSV,Eredivisie,,SportsMole,20:00
,,3.32,,,Tottenham,,,2025-04-22,2.78,,2.79,,,Manchester City,Premier League,,SportsMole,12:00
,,3.27,,,Napoli,,,2025-04-19,2.09,,2.18,,,Milan,Serie A,,SportsMole,12:00
